index,auc,auc_rnn,ratio,increase
39,0.86,0.7347,1.1705458010072138,0.17054580100721384
40,0.8163,0.7667,1.0646928394417634,0.0646928394417634
41,0.8714,0.769,1.1331599479843952,0.13315994798439523
42,0.8633,0.7466,1.1563085989820518,0.15630859898205185
43,0.9162,0.7016,1.305872291904219,0.30587229190421894
44,0.8684,0.7171,1.2109887045042533,0.21098870450425333
45,0.8595,0.7548,1.1387122416534181,0.1387122416534181
46,0.8018,0.7304,1.0977546549835706,0.09775465498357061
47,0.8617,0.7961,1.0824017083280995,0.08240170832809945
48,0.8359,0.7962,1.0498618437578497,0.049861843757849744
49,0.8038,0.712,1.128932584269663,0.12893258426966292
50,0.9131,0.7916,1.1534866093986862,0.1534866093986862
51,0.9451,0.6949,1.3600518060152542,0.3600518060152542
52,0.8458,0.7493,1.1287868677432271,0.12878686774322712
53,0.8708,0.7734,1.1259374191880012,0.12593741918800117
54,0.941,0.6861,1.3715201865617255,0.3715201865617255
55,0.8154,0.6378,1.2784571966133584,0.27845719661335844
56,0.819,0.7628,1.0736759307813317,0.07367593078133172
57,0.8582,0.7123,1.2048294258037342,0.2048294258037342
58,0.8289,0.7347,1.1282155982033482,0.12821559820334816
59,0.9423,0.7934,1.1876733047643055,0.18767330476430555
60,0.8304,0.7435,1.1168796234028244,0.11687962340282443
61,0.8548,0.7746,1.1035373095791376,0.10353730957913765
62,0.836,0.7687,1.08755040978275,0.08755040978274997
63,0.855,0.8405,1.0172516359309933,0.017251635930993325
64,0.803,0.7516,1.0683874401277276,0.06838744012772757
65,0.8576,0.773,1.1094437257438552,0.10944372574385519
66,0.9073,0.7254,1.2507582023711055,0.25075820237110547
67,0.9114,0.7519,1.2121292725096422,0.2121292725096422
68,0.759,0.8053,0.942505898422948,-0.05749410157705204
69,0.8686,0.8634,1.0060227009497338,0.0060227009497337836
70,0.7942,0.7713,1.0296901335407753,0.02969013354077532
71,0.933,0.8022,1.1630516080777862,0.16305160807778618
72,0.653,0.7412,0.8810037776578522,-0.1189962223421478
73,0.9592,0.6725,1.4263197026022305,0.4263197026022305
74,0.8387,0.8059,1.0406998386896638,0.04069983868966376
75,0.8802,0.7671,1.147438404380133,0.1474384043801329
76,0.8003,0.7877,1.0159959375396725,0.015995937539672545
77,0.8708,0.8489,1.0257980916480152,0.025798091648015165
78,0.9388,0.7353,1.2767577859377126,0.2767577859377126
79,0.8027,0.7235,1.1094678645473393,0.10946786454733926
80,0.8151,0.7584,1.0747626582278482,0.07476265822784822
81,0.8229,0.6153,1.3373963920039005,0.3373963920039005
82,0.8115,0.8037,1.009705113848451,0.009705113848450964
83,0.8736,0.747,1.1694779116465863,0.16947791164658632
84,0.94,0.4296,2.188081936685289,1.1880819366852888
85,0.8708,0.7346,1.1854070242308739,0.18540702423087385
86,0.7964,0.7722,1.0313390313390314,0.031339031339031376
87,0.8093,0.8153,0.9926407457377653,-0.007359254262234716
88,0.898,0.7834,1.1462854225172325,0.14628542251723253
89,0.859,0.7664,1.1208246346555324,0.12082463465553239
90,0.7648,0.7654,0.9992160961588713,-0.0007839038411286969
91,0.7746,0.8103,0.9559422436134765,-0.04405775638652354
92,0.9233,0.7547,1.2234000265005962,0.2234000265005962
93,0.8307,0.7844,1.0590260071392148,0.0590260071392148
94,0.8066,0.7775,1.037427652733119,0.03742765273311899
95,0.9395,0.7929,1.1848909067978306,0.1848909067978306
96,0.8623,0.7531,1.145000663922454,0.14500066392245392
97,0.7829,0.7876,0.9940325038090402,-0.00596749619095982
98,0.7926,0.7984,0.9927354709418837,-0.007264529058116254
99,0.8107,0.6614,1.225733293014817,0.22573329301481704
100,0.8458,0.7584,1.1152426160337554,0.11524261603375541
101,0.8713,0.7931,1.098600428697516,0.09860042869751595
102,0.8766,0.7255,1.2082701585113715,0.20827015851137154
103,0.8263,0.7298,1.132228007673335,0.1322280076733351
104,0.852,0.8232,1.0349854227405246,0.03498542274052463
105,0.9121,0.6904,1.3211181923522595,0.32111819235225947
106,0.922,0.7399,1.2461143397756453,0.24611433977564534
107,0.8557,0.7829,1.0929876101673266,0.0929876101673266
108,0.7731,0.7655,1.0099281515349445,0.00992815153494453
109,0.8698,0.7374,1.1795497694602657,0.17954976946026568
110,0.8671,0.712,1.2178370786516854,0.21783707865168545
111,0.8471,0.8069,1.0498202999132482,0.04982029991324821
112,0.8449,0.8589,0.9837000814995925,-0.016299918500407462
113,0.9012,0.8135,1.1078057775046097,0.10780577750460973
114,0.8344,0.7235,1.1532826537664134,0.15328265376641337
115,0.8336,0.7854,1.0613700025464732,0.06137000254647318
116,0.7863,0.7845,1.0022944550669217,0.002294455066921719
117,0.8647,0.6852,1.2619673088149446,0.26196730881494457
118,0.9162,0.6621,1.3837788853647486,0.3837788853647486
119,0.8262,0.7413,1.114528530959126,0.11452853095912596
120,0.8735,0.7803,1.119441240548507,0.11944124054850702
121,0.8745,0.7544,1.159199363732768,0.159199363732768
122,0.8737,0.7966,1.0967863419533017,0.09678634195330171
123,0.8192,0.7959,1.0292750345520794,0.02927503455207936
124,0.849,0.7691,1.1038876609023534,0.10388766090235335
125,0.8711,0.7982,1.0913304936106238,0.09133049361062384
126,0.8986,0.7952,1.130030181086519,0.13003018108651898
127,0.8613,0.7564,1.1386832363828663,0.13868323638286628
128,0.8227,0.7844,1.0488271290158082,0.04882712901580821
129,0.8742,0.7432,1.176264800861141,0.17626480086114094
130,0.8886,0.7297,1.217760723585035,0.21776072358503495
131,0.8531,0.7298,1.1689503973691422,0.1689503973691422
132,0.9074,0.7765,1.1685769478428847,0.16857694784288468
133,0.8682,0.7097,1.2233338030153587,0.22333380301535866
134,0.8513,0.6969,1.2215525900416129,0.22155259004161287
135,0.8225,0.7445,1.104768300873069,0.1047683008730691
136,0.8775,0.7875,1.1142857142857143,0.11428571428571432
137,0.8617,0.7484,1.151389631213255,0.151389631213255
138,0.844,0.7775,1.0855305466237941,0.08553054662379411
139,0.7988,0.7476,1.0684858212948098,0.06848582129480985
140,0.8991,0.8243,1.0907436612883659,0.09074366128836586
141,0.8839,0.7512,1.1766506922257722,0.17665069222577223
142,0.8979,0.7671,1.1705123191239735,0.17051231912397347
143,0.865,0.8126,1.0644843711543195,0.06448437115431949
144,0.8596,0.7071,1.215669636543629,0.21566963654362903
145,0.9592,0.812,1.18128078817734,0.18128078817733995
146,0.8511,0.7658,1.1113867850613737,0.11138678506137367
147,0.8016,0.7544,1.0625662778366913,0.06256627783669133
148,0.7883,0.7112,1.108408323959505,0.10840832395950506
149,0.8766,0.7358,1.1913563468333788,0.19135634683337877
