,VAR,BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,HOMICIDE-ASSAULT-BATTERY,lat1,lat2,lon1,lon2
41.9132#-87.7118,1679,4018,5926,41.911809999999996,41.91457,-87.71356999999999,-87.71005
41.9132#-87.7083,1680,4019,5927,41.911809999999996,41.91457,-87.71005,-87.70653
41.9132#-87.7013,1682,4021,5928,41.911809999999996,41.91457,-87.70302,-87.6995
41.9132#-87.6977,1683,4022,5929,41.911809999999996,41.91457,-87.6995,-87.69598
41.9160#-87.7470,1701,4040,5930,41.91457,41.91734,-87.74874,-87.74523
41.9160#-87.7364,1702,4041,5931,41.91457,41.91734,-87.73819,-87.73467
41.9160#-87.7329,1703,4042,5932,41.91457,41.91734,-87.73467,-87.73116
41.9160#-87.7294,1704,4043,5933,41.91457,41.91734,-87.73116,-87.72764000000001
41.9160#-87.7259,1705,4044,5934,41.91457,41.91734,-87.72764000000001,-87.72412
41.9160#-87.7188,1706,4045,5935,41.91457,41.91734,-87.7206,-87.71709
41.9160#-87.7153,1707,4046,5936,41.91457,41.91734,-87.71709,-87.71356999999999
41.9160#-87.7118,1708,4047,5937,41.91457,41.91734,-87.71356999999999,-87.71005
41.9160#-87.7083,1709,4048,5938,41.91457,41.91734,-87.71005,-87.70653
41.9160#-87.7048,1710,4049,5939,41.91457,41.91734,-87.70653,-87.70302
41.9160#-87.7013,1711,4050,5940,41.91457,41.91734,-87.70302,-87.6995
41.9160#-87.6977,1712,4051,5941,41.91457,41.91734,-87.6995,-87.69598
41.9160#-87.6872,1715,4054,5942,41.91457,41.91734,-87.68894,-87.68543000000001
41.9187#-87.7611,1728,4067,5943,41.91734,41.9201,-87.76281,-87.7593
41.9187#-87.7575,1729,4068,5944,41.91734,41.9201,-87.7593,-87.75578
41.9187#-87.7505,1731,4070,5945,41.91734,41.9201,-87.75225999999999,-87.74874
41.9187#-87.7470,1732,4071,5946,41.91734,41.9201,-87.74874,-87.74523
41.9187#-87.7435,1733,4072,5947,41.91734,41.9201,-87.74523,-87.74171
41.9187#-87.7364,1734,4073,5948,41.91734,41.9201,-87.73819,-87.73467
41.9187#-87.7329,1735,4074,5949,41.91734,41.9201,-87.73467,-87.73116
41.9187#-87.7294,1736,4075,5950,41.91734,41.9201,-87.73116,-87.72764000000001
41.9187#-87.7224,1738,4077,5951,41.91734,41.9201,-87.72412,-87.7206
41.9187#-87.7188,1739,4078,5952,41.91734,41.9201,-87.7206,-87.71709
41.9187#-87.7153,1740,4079,5953,41.91734,41.9201,-87.71709,-87.71356999999999
41.9187#-87.7118,1741,4080,5954,41.91734,41.9201,-87.71356999999999,-87.71005
41.9187#-87.7083,1742,4081,5955,41.91734,41.9201,-87.71005,-87.70653
41.9187#-87.6977,1745,4084,5956,41.91734,41.9201,-87.6995,-87.69598
41.9187#-87.6942,1746,4085,5957,41.91734,41.9201,-87.69598,-87.69246
41.9187#-87.6907,1747,4086,5958,41.91734,41.9201,-87.69246,-87.68894
41.9187#-87.6872,1748,4087,5959,41.91734,41.9201,-87.68894,-87.68543000000001
41.9187#-87.6450,1758,4097,5960,41.91734,41.9201,-87.64673,-87.64322
41.9215#-87.7751,1763,4102,5961,41.9201,41.92286,-87.77688,-87.77337
41.9215#-87.7681,1765,4104,5962,41.9201,41.92286,-87.76985,-87.76633000000001
41.9215#-87.7575,1766,4105,5963,41.9201,41.92286,-87.7593,-87.75578
41.9215#-87.7188,1769,4108,5964,41.9201,41.92286,-87.7206,-87.71709
41.9215#-87.7153,1770,4109,5965,41.9201,41.92286,-87.71709,-87.71356999999999
41.9215#-87.7118,1771,4110,5966,41.9201,41.92286,-87.71356999999999,-87.71005
41.9215#-87.6977,1775,4114,5967,41.9201,41.92286,-87.6995,-87.69598
41.9215#-87.6942,1776,4115,5968,41.9201,41.92286,-87.69598,-87.69246
41.9215#-87.6450,1790,4129,5969,41.9201,41.92286,-87.64673,-87.64322
41.9242#-87.7646,1800,4139,5970,41.92286,41.92563,-87.76633000000001,-87.76281
41.9242#-87.7611,1801,4140,5971,41.92286,41.92563,-87.76281,-87.7593
41.9242#-87.7575,1802,4141,5972,41.92286,41.92563,-87.7593,-87.75578
41.9242#-87.7540,1803,4142,5973,41.92286,41.92563,-87.75578,-87.75225999999999
41.9242#-87.7505,1804,4143,5974,41.92286,41.92563,-87.75225999999999,-87.74874
41.9242#-87.7470,1805,4144,5975,41.92286,41.92563,-87.74874,-87.74523
41.9242#-87.7364,1807,4146,5976,41.92286,41.92563,-87.73819,-87.73467
41.9242#-87.7329,1808,4147,5977,41.92286,41.92563,-87.73467,-87.73116
41.9242#-87.7259,1810,4149,5978,41.92286,41.92563,-87.72764000000001,-87.72412
41.9242#-87.7224,1811,4150,5979,41.92286,41.92563,-87.72412,-87.7206
41.9242#-87.7188,1812,4151,5980,41.92286,41.92563,-87.7206,-87.71709
41.9242#-87.7153,1813,4152,5981,41.92286,41.92563,-87.71709,-87.71356999999999
41.9242#-87.7118,1814,4153,5982,41.92286,41.92563,-87.71356999999999,-87.71005
41.9242#-87.7048,1816,4155,5983,41.92286,41.92563,-87.70653,-87.70302
41.9242#-87.7013,1817,4156,5984,41.92286,41.92563,-87.70302,-87.6995
41.9242#-87.6977,1818,4157,5985,41.92286,41.92563,-87.6995,-87.69598
41.9242#-87.6872,1821,4160,5986,41.92286,41.92563,-87.68894,-87.68543000000001
41.9242#-87.6661,1826,4165,5987,41.92286,41.92563,-87.66784,-87.66431999999999
41.9242#-87.6520,1830,4169,5988,41.92286,41.92563,-87.65377,-87.65025
41.9270#-87.7611,1840,4179,5989,41.92563,41.92839,-87.76281,-87.7593
41.9270#-87.7575,1841,4180,5990,41.92563,41.92839,-87.7593,-87.75578
41.9270#-87.7364,1844,4183,5991,41.92563,41.92839,-87.73819,-87.73467
41.9270#-87.7048,1851,4190,5992,41.92563,41.92839,-87.70653,-87.70302
41.9298#-87.7611,1872,4211,5993,41.92839,41.93116,-87.76281,-87.7593
41.9298#-87.7188,1878,4217,5994,41.92839,41.93116,-87.7206,-87.71709
41.9298#-87.7118,1879,4218,5995,41.92839,41.93116,-87.71356999999999,-87.71005
41.9298#-87.7083,1880,4219,5996,41.92839,41.93116,-87.71005,-87.70653
41.9325#-87.7751,1898,4237,5997,41.93116,41.93392,-87.77688,-87.77337
41.9325#-87.7681,1900,4239,5998,41.93116,41.93392,-87.76985,-87.76633000000001
41.9325#-87.7470,1906,4245,5999,41.93116,41.93392,-87.74874,-87.74523
41.9325#-87.7259,1910,4249,6000,41.93116,41.93392,-87.72764000000001,-87.72412
41.9325#-87.7224,1911,4250,6001,41.93116,41.93392,-87.72412,-87.7206
41.9325#-87.7188,1912,4251,6002,41.93116,41.93392,-87.7206,-87.71709
41.9325#-87.7153,1913,4252,6003,41.93116,41.93392,-87.71709,-87.71356999999999
41.9325#-87.7118,1914,4253,6004,41.93116,41.93392,-87.71356999999999,-87.71005
41.9325#-87.7083,1915,4254,6005,41.93116,41.93392,-87.71005,-87.70653
41.9325#-87.6450,1928,4267,6006,41.93116,41.93392,-87.64673,-87.64322
41.9325#-87.6415,1929,4268,6007,41.93116,41.93392,-87.64322,-87.6397
41.9353#-87.7822,1931,4270,6008,41.93392,41.936679999999996,-87.78392,-87.7804
41.9353#-87.7470,1935,4274,6009,41.93392,41.936679999999996,-87.74874,-87.74523
41.9353#-87.7294,1937,4276,6010,41.93392,41.936679999999996,-87.73116,-87.72764000000001
41.9353#-87.7259,1938,4277,6011,41.93392,41.936679999999996,-87.72764000000001,-87.72412
41.9353#-87.7224,1939,4278,6012,41.93392,41.936679999999996,-87.72412,-87.7206
41.9353#-87.7188,1940,4279,6013,41.93392,41.936679999999996,-87.7206,-87.71709
41.9353#-87.7153,1941,4280,6014,41.93392,41.936679999999996,-87.71709,-87.71356999999999
41.9353#-87.7083,1943,4282,6015,41.93392,41.936679999999996,-87.71005,-87.70653
41.9353#-87.6520,1952,4291,6016,41.93392,41.936679999999996,-87.65377,-87.65025
41.9381#-87.7681,1960,4299,6017,41.936679999999996,41.93945,-87.76985,-87.76633000000001
41.9381#-87.7470,1965,4304,6018,41.936679999999996,41.93945,-87.74874,-87.74523
41.9381#-87.7259,1970,4309,6019,41.936679999999996,41.93945,-87.72764000000001,-87.72412
41.9381#-87.7224,1971,4310,6020,41.936679999999996,41.93945,-87.72412,-87.7206
41.9381#-87.7188,1972,4311,6021,41.936679999999996,41.93945,-87.7206,-87.71709
41.9381#-87.7118,1974,4313,6022,41.936679999999996,41.93945,-87.71356999999999,-87.71005
41.9408#-87.7540,1990,4329,6023,41.93945,41.942209999999996,-87.75578,-87.75225999999999
41.9408#-87.7294,1993,4332,6024,41.93945,41.942209999999996,-87.73116,-87.72764000000001
41.9408#-87.7259,1994,4333,6025,41.93945,41.942209999999996,-87.72764000000001,-87.72412
41.9408#-87.7188,1996,4335,6026,41.93945,41.942209999999996,-87.7206,-87.71709
41.9408#-87.6555,2007,4346,6027,41.93945,41.942209999999996,-87.65729,-87.65377
41.9408#-87.6520,2008,4347,6028,41.93945,41.942209999999996,-87.65377,-87.65025
41.9408#-87.6485,2009,4348,6029,41.93945,41.942209999999996,-87.65025,-87.64673
41.9408#-87.6450,2010,4349,6030,41.93945,41.942209999999996,-87.64673,-87.64322
41.9436#-87.7470,2012,4351,6031,41.942209999999996,41.94497,-87.74874,-87.74523
41.9436#-87.6485,2026,4365,6032,41.942209999999996,41.94497,-87.65025,-87.64673
41.9464#-87.7681,2030,4369,6033,41.94497,41.94774,-87.76985,-87.76633000000001
41.9464#-87.7470,2031,4370,6034,41.94497,41.94774,-87.74874,-87.74523
41.9464#-87.7364,2032,4371,6035,41.94497,41.94774,-87.73819,-87.73467
41.9464#-87.6555,2049,4388,6036,41.94497,41.94774,-87.65729,-87.65377
41.9464#-87.6520,2050,4389,6037,41.94497,41.94774,-87.65377,-87.65025
41.9464#-87.6485,2051,4390,6038,41.94497,41.94774,-87.65025,-87.64673
41.9491#-87.6590,2059,4398,6039,41.94774,41.9505,-87.6608,-87.65729
41.9491#-87.6485,2062,4401,6040,41.94774,41.9505,-87.65025,-87.64673
41.9519#-87.7153,2070,4409,6041,41.9505,41.95327,-87.71709,-87.71356999999999
41.9519#-87.6485,2082,4421,6042,41.9505,41.95327,-87.65025,-87.64673
41.9547#-87.7470,2086,4425,6043,41.95327,41.95603,-87.74874,-87.74523
41.9547#-87.7294,2090,4429,6044,41.95327,41.95603,-87.73116,-87.72764000000001
41.9547#-87.7083,2096,4435,6045,41.95327,41.95603,-87.71005,-87.70653
41.9547#-87.6696,2103,4442,6046,41.95327,41.95603,-87.67135999999999,-87.66784
41.9547#-87.6555,2105,4444,6047,41.95327,41.95603,-87.65729,-87.65377
41.9547#-87.6520,2106,4445,6048,41.95327,41.95603,-87.65377,-87.65025
41.9547#-87.6485,2107,4446,6049,41.95327,41.95603,-87.65025,-87.64673
41.9574#-87.7153,2110,4449,6050,41.95603,41.95879,-87.71709,-87.71356999999999
41.9574#-87.6520,2119,4458,6051,41.95603,41.95879,-87.65377,-87.65025
41.9602#-87.7540,2124,4463,6052,41.95879,41.96156,-87.75578,-87.75225999999999
41.9602#-87.7294,2126,4465,6053,41.95879,41.96156,-87.73116,-87.72764000000001
41.9602#-87.7188,2128,4467,6054,41.95879,41.96156,-87.7206,-87.71709
41.9602#-87.7153,2129,4468,6055,41.95879,41.96156,-87.71709,-87.71356999999999
41.9602#-87.7118,2130,4469,6056,41.95879,41.96156,-87.71356999999999,-87.71005
41.9602#-87.7083,2131,4470,6057,41.95879,41.96156,-87.71005,-87.70653
41.9602#-87.6520,2137,4476,6058,41.95879,41.96156,-87.65377,-87.65025
41.9629#-87.7153,2141,4480,6059,41.96156,41.96432,-87.71709,-87.71356999999999
41.9629#-87.7118,2142,4481,6060,41.96156,41.96432,-87.71356999999999,-87.71005
41.9629#-87.7083,2143,4482,6061,41.96156,41.96432,-87.71005,-87.70653
41.9629#-87.6626,2151,4490,6062,41.96156,41.96432,-87.66431999999999,-87.6608
41.9629#-87.6555,2152,4491,6063,41.96156,41.96432,-87.65729,-87.65377
41.9629#-87.6520,2153,4492,6064,41.96156,41.96432,-87.65377,-87.65025
41.9657#-87.7224,2157,4496,6065,41.96432,41.96709,-87.72412,-87.7206
41.9657#-87.7188,2158,4497,6066,41.96432,41.96709,-87.7206,-87.71709
41.9657#-87.7153,2159,4498,6067,41.96432,41.96709,-87.71709,-87.71356999999999
41.9657#-87.7083,2160,4499,6068,41.96432,41.96709,-87.71005,-87.70653
41.9657#-87.6626,2164,4503,6069,41.96432,41.96709,-87.66431999999999,-87.6608
41.9657#-87.6590,2165,4504,6070,41.96432,41.96709,-87.6608,-87.65729
41.9657#-87.6555,2166,4505,6071,41.96432,41.96709,-87.65729,-87.65377
41.9657#-87.6520,2167,4506,6072,41.96432,41.96709,-87.65377,-87.65025
41.9657#-87.6485,2168,4507,6073,41.96432,41.96709,-87.65025,-87.64673
41.9685#-87.7259,2173,4512,6074,41.96709,41.96985,-87.72764000000001,-87.72412
41.9685#-87.7224,2174,4513,6075,41.96709,41.96985,-87.72412,-87.7206
41.9685#-87.7188,2175,4514,6076,41.96709,41.96985,-87.7206,-87.71709
41.9685#-87.7153,2176,4515,6077,41.96709,41.96985,-87.71709,-87.71356999999999
41.9685#-87.7118,2177,4516,6078,41.96709,41.96985,-87.71356999999999,-87.71005
41.9685#-87.7083,2178,4517,6079,41.96709,41.96985,-87.71005,-87.70653
41.9685#-87.7048,2179,4518,6080,41.96709,41.96985,-87.70653,-87.70302
41.9685#-87.6942,2181,4520,6081,41.96709,41.96985,-87.69598,-87.69246
41.9685#-87.6801,2183,4522,6082,41.96709,41.96985,-87.68191,-87.67839000000001
41.9685#-87.6626,2188,4527,6083,41.96709,41.96985,-87.66431999999999,-87.6608
41.9685#-87.6590,2189,4528,6084,41.96709,41.96985,-87.6608,-87.65729
41.9685#-87.6555,2190,4529,6085,41.96709,41.96985,-87.65729,-87.65377
41.9685#-87.6520,2191,4530,6086,41.96709,41.96985,-87.65377,-87.65025
41.9712#-87.7259,2197,4536,6087,41.96985,41.972609999999996,-87.72764000000001,-87.72412
41.9712#-87.7083,2199,4538,6088,41.96985,41.972609999999996,-87.71005,-87.70653
41.9712#-87.6590,2203,4542,6089,41.96985,41.972609999999996,-87.6608,-87.65729
41.9712#-87.6555,2204,4543,6090,41.96985,41.972609999999996,-87.65729,-87.65377
41.9740#-87.7118,2207,4546,6091,41.972609999999996,41.97538,-87.71356999999999,-87.71005
41.9740#-87.6907,2208,4547,6092,41.972609999999996,41.97538,-87.69246,-87.68894
41.9740#-87.6590,2213,4552,6093,41.972609999999996,41.97538,-87.6608,-87.65729
41.9740#-87.6555,2214,4553,6094,41.972609999999996,41.97538,-87.65729,-87.65377
41.9740#-87.6520,2215,4554,6095,41.972609999999996,41.97538,-87.65377,-87.65025
41.9768#-87.6907,2221,4560,6096,41.97538,41.97814,-87.69246,-87.68894
41.9768#-87.6590,2223,4562,6097,41.97538,41.97814,-87.6608,-87.65729
41.9768#-87.6555,2224,4563,6098,41.97538,41.97814,-87.65729,-87.65377
41.9795#-87.6907,2227,4566,6099,41.97814,41.9809,-87.69246,-87.68894
41.9795#-87.6590,2229,4568,6100,41.97814,41.9809,-87.6608,-87.65729
41.9795#-87.6555,2230,4569,6101,41.97814,41.9809,-87.65729,-87.65377
41.9823#-87.6942,2234,4573,6102,41.9809,41.983670000000004,-87.69598,-87.69246
41.9823#-87.6590,2237,4576,6103,41.9809,41.983670000000004,-87.6608,-87.65729
41.9823#-87.6555,2238,4577,6104,41.9809,41.983670000000004,-87.65729,-87.65377
41.9851#-87.6696,2243,4582,6105,41.983670000000004,41.98643,-87.67135999999999,-87.66784
41.9851#-87.6590,2245,4584,6106,41.983670000000004,41.98643,-87.6608,-87.65729
41.9851#-87.6555,2246,4585,6107,41.983670000000004,41.98643,-87.65729,-87.65377
41.9878#-87.7013,2247,4586,6108,41.98643,41.9892,-87.70302,-87.6995
41.9878#-87.6555,2249,4588,6109,41.98643,41.9892,-87.65729,-87.65377
41.9906#-87.6977,2250,4589,6110,41.9892,41.99196,-87.6995,-87.69598
41.9906#-87.6661,2255,4594,6111,41.9892,41.99196,-87.66784,-87.66431999999999
41.9906#-87.6590,2257,4596,6112,41.9892,41.99196,-87.6608,-87.65729
41.9906#-87.6555,2258,4597,6113,41.9892,41.99196,-87.65729,-87.65377
41.9933#-87.7013,2260,4599,6114,41.99196,41.99472,-87.70302,-87.6995
41.9933#-87.6977,2261,4600,6115,41.99196,41.99472,-87.6995,-87.69598
41.9933#-87.6837,2264,4603,6116,41.99196,41.99472,-87.68543000000001,-87.68191
41.9933#-87.6801,2265,4604,6117,41.99196,41.99472,-87.68191,-87.67839000000001
41.9933#-87.6590,2268,4607,6118,41.99196,41.99472,-87.6608,-87.65729
41.9933#-87.6555,2269,4608,6119,41.99196,41.99472,-87.65729,-87.65377
41.9961#-87.7013,2272,4611,6120,41.99472,41.99749,-87.70302,-87.6995
41.9961#-87.6907,2275,4614,6121,41.99472,41.99749,-87.69246,-87.68894
41.9961#-87.6872,2276,4615,6122,41.99472,41.99749,-87.68894,-87.68543000000001
41.9961#-87.6590,2281,4620,6123,41.99472,41.99749,-87.6608,-87.65729
41.9989#-87.7048,2283,4622,6124,41.99749,42.00025,-87.70653,-87.70302
41.9989#-87.7013,2284,4623,6125,41.99749,42.00025,-87.70302,-87.6995
41.9989#-87.6977,2285,4624,6126,41.99749,42.00025,-87.6995,-87.69598
41.9989#-87.6907,2287,4626,6127,41.99749,42.00025,-87.69246,-87.68894
41.9989#-87.6872,2288,4627,6128,41.99749,42.00025,-87.68894,-87.68543000000001
41.9989#-87.6837,2289,4628,6129,41.99749,42.00025,-87.68543000000001,-87.68191
41.9989#-87.6801,2290,4629,6130,41.99749,42.00025,-87.68191,-87.67839000000001
41.9989#-87.6696,2291,4630,6131,41.99749,42.00025,-87.67135999999999,-87.66784
41.9989#-87.6661,2292,4631,6132,41.99749,42.00025,-87.66784,-87.66431999999999
42.0016#-87.6731,2295,4634,6133,42.00025,42.00302,-87.67487,-87.67135999999999
42.0016#-87.6696,2296,4635,6134,42.00025,42.00302,-87.67135999999999,-87.66784
42.0044#-87.6731,2300,4639,6135,42.00302,42.00578,-87.67487,-87.67135999999999
42.0044#-87.6696,2301,4640,6136,42.00302,42.00578,-87.67135999999999,-87.66784
42.0044#-87.6626,2303,4642,6137,42.00302,42.00578,-87.66431999999999,-87.6608
42.0072#-87.6731,2306,4645,6138,42.00578,42.00854,-87.67487,-87.67135999999999
42.0072#-87.6696,2307,4646,6139,42.00578,42.00854,-87.67135999999999,-87.66784
42.0072#-87.6661,2308,4647,6140,42.00578,42.00854,-87.66784,-87.66431999999999
42.0072#-87.6626,2309,4648,6141,42.00578,42.00854,-87.66431999999999,-87.6608
42.0099#-87.6731,2313,4652,6142,42.00854,42.011309999999995,-87.67487,-87.67135999999999
42.0099#-87.6696,2314,4653,6143,42.00854,42.011309999999995,-87.67135999999999,-87.66784
42.0099#-87.6661,2315,4654,6144,42.00854,42.011309999999995,-87.66784,-87.66431999999999
42.0099#-87.6626,2316,4655,6145,42.00854,42.011309999999995,-87.66431999999999,-87.6608
42.0127#-87.6907,2317,4656,6146,42.011309999999995,42.014070000000004,-87.69246,-87.68894
42.0127#-87.6801,2318,4657,6147,42.011309999999995,42.014070000000004,-87.68191,-87.67839000000001
42.0127#-87.6731,2319,4658,6148,42.011309999999995,42.014070000000004,-87.67487,-87.67135999999999
42.0127#-87.6696,2320,4659,6149,42.011309999999995,42.014070000000004,-87.67135999999999,-87.66784
42.0127#-87.6661,2321,4660,6150,42.011309999999995,42.014070000000004,-87.66784,-87.66431999999999
42.0127#-87.6626,2322,4661,6151,42.011309999999995,42.014070000000004,-87.66431999999999,-87.6608
42.0155#-87.6837,2324,4663,6152,42.014070000000004,42.01683,-87.68543000000001,-87.68191
42.0155#-87.6801,2325,4664,6153,42.014070000000004,42.01683,-87.68191,-87.67839000000001
42.0155#-87.6696,2327,4666,6154,42.014070000000004,42.01683,-87.67135999999999,-87.66784
42.0182#-87.6907,2329,4668,6155,42.01683,42.0196,-87.69246,-87.68894
42.0182#-87.6837,2330,4669,6156,42.01683,42.0196,-87.68543000000001,-87.68191
42.0182#-87.6801,2331,4670,6157,42.01683,42.0196,-87.68191,-87.67839000000001
42.0182#-87.6766,2332,4671,6158,42.01683,42.0196,-87.67839000000001,-87.67487
42.0182#-87.6731,2333,4672,6159,42.01683,42.0196,-87.67487,-87.67135999999999
42.0182#-87.6696,2334,4673,6160,42.01683,42.0196,-87.67135999999999,-87.66784
42.0182#-87.6661,2335,4674,6161,42.01683,42.0196,-87.66784,-87.66431999999999
42.0210#-87.6731,2336,4675,6162,42.0196,42.02236,-87.67487,-87.67135999999999
42.0210#-87.6696,2337,4676,6163,42.0196,42.02236,-87.67135999999999,-87.66784
42.0210#-87.6661,2338,4677,6164,42.0196,42.02236,-87.66784,-87.66431999999999
